market_id,snapshot_date,price_change,price_change_percent,weighted_avg_price,prev_close_price,last_price,last_qty,bid_price,bid_qty,ask_price,ask_qty,open_price,high_price,low_price,volume,quote_volume,open_time,close_time,first_id,last_id,count,inserted_at
74,2026-01-06,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,-1,-1,0,2026-01-06 08:50:45.802252 +00:00
75,2026-01-06,-0.0000210000,-2.2480000000,0.0009395600,0.0000000000,0.0009130000,0.6000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0009340000,0.0009960000,0.0009100000,26988.3000000000,25.3571122200,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,15338514,15342514,4001,2026-01-06 08:50:45.802252 +00:00
76,2026-01-06,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,-1,-1,0,2026-01-06 08:50:45.802252 +00:00
77,2026-01-06,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,-1,-1,0,2026-01-06 08:50:45.802252 +00:00
78,2026-01-06,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,-1,-1,0,2026-01-06 08:50:45.802252 +00:00
79,2026-01-06,-0.0000000100,-0.8470000000,0.0000011700,0.0000011700,0.0000011700,2051.0000000000,0.0000011600,28945.0000000000,0.0000011800,59534.0000000000,0.0000011800,0.0000011800,0.0000011600,71709.0000000000,0.0840413300,2026-01-05 07:35:14.537000 +00:00,2026-01-06 07:35:14.537000 +00:00,14410223,14410263,41,2026-01-06 08:50:45.802252 +00:00
80,2026-01-06,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,-1,-1,0,2026-01-06 08:50:45.802252 +00:00
81,2026-01-06,-0.0000000700,-12.0690000000,0.0000005300,0.0000000000,0.0000005100,19411.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000005800,0.0000006500,0.0000004500,9254027.0000000000,4.8800902300,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,13314599,13318598,4000,2026-01-06 08:50:45.802252 +00:00
82,2026-01-06,-0.0000027400,-7.3580000000,0.0000366900,0.0000000000,0.0000345000,1511.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000372400,0.0000436600,0.0000331400,3539004.0000000000,129.8351560900,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,2735232,2739231,4000,2026-01-06 08:50:45.802252 +00:00
83,2026-01-06,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,-1,-1,0,2026-01-06 08:50:45.802252 +00:00
84,2026-01-06,-0.0000000500,-1.5670000000,0.0000031200,0.0000031900,0.0000031400,854.0000000000,0.0000031300,1325963.0000000000,0.0000031400,811958.0000000000,0.0000031900,0.0000031900,0.0000030900,7408848.0000000000,23.1400016000,2026-01-05 07:35:26.034000 +00:00,2026-01-06 07:35:26.034000 +00:00,76896864,76901336,4473,2026-01-06 08:50:45.802252 +00:00
85,2026-01-06,-0.0000023800,-2.5480000000,0.0000913700,0.0000934000,0.0000910300,213.0000000000,0.0000909800,1085.0000000000,0.0000910100,941.0000000000,0.0000934100,0.0000934500,0.0000896700,1700346.0000000000,155.3539043800,2026-01-05 07:36:22.070000 +00:00,2026-01-06 07:36:22.070000 +00:00,40463962,40467193,3232,2026-01-06 08:50:45.802252 +00:00
86,2026-01-06,-0.0000001100,-10.4760000000,0.0000010300,0.0000000000,0.0000009400,119.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000010500,0.0000011500,0.0000009400,6588378.0000000000,6.7837815600,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,17779461,17783460,4000,2026-01-06 08:50:45.802252 +00:00
87,2026-01-06,-0.0000111000,-28.6820000000,0.0000341100,0.0000000000,0.0000276000,461.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000387000,0.0000391000,0.0000170000,2607349.0000000000,88.9367753000,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,3388501,3392500,4000,2026-01-06 08:50:45.802252 +00:00
88,2026-01-06,-0.0000006900,-3.9470000000,0.0000172600,0.0000000000,0.0000167900,292.5000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000174800,0.0000183000,0.0000165300,1419007.9000000000,24.4901518800,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,12801538,12805537,4000,2026-01-06 08:50:45.802252 +00:00
89,2026-01-06,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,-1,-1,0,2026-01-06 08:50:45.802252 +00:00
90,2026-01-06,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,-1,-1,0,2026-01-06 08:50:45.802252 +00:00
91,2026-01-06,0.0000021400,9.2920000000,0.0000244200,0.0000230200,0.0000251700,492.9000000000,0.0000251600,21498.2000000000,0.0000251700,4.2000000000,0.0000230300,0.0000257700,0.0000227900,13172311.1000000000,321.7212460400,2026-01-05 07:36:21.949000 +00:00,2026-01-06 07:36:21.949000 +00:00,190836288,190890512,54225,2026-01-06 08:50:45.802252 +00:00
92,2026-01-06,0.0000553000,8.1970000000,0.0007112800,0.0006748000,0.0007299000,583.4000000000,0.0007302000,2521.8000000000,0.0007303000,3767.6000000000,0.0006746000,0.0007503000,0.0006691000,3037846.4000000000,2160.7594948400,2026-01-05 07:36:21.957000 +00:00,2026-01-06 07:36:21.957000 +00:00,38167110,38186579,19470,2026-01-06 08:50:45.802252 +00:00
93,2026-01-06,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,-1,-1,0,2026-01-06 08:50:45.802252 +00:00
94,2026-01-06,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,-1,-1,0,2026-01-06 08:50:45.802252 +00:00
95,2026-01-06,-0.0000000400,-10.2560000000,0.0000003600,0.0000000000,0.0000003500,337.8000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000003900,0.0000004300,0.0000002000,4607809.8000000000,1.6658563700,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,41459251,41463250,4000,2026-01-06 08:50:45.802252 +00:00
96,2026-01-06,-0.0000049100,-7.3690000000,0.0000653400,0.0000000000,0.0000617200,6657.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000666300,0.0000716200,0.0000597400,2215992.5000000000,144.7953510100,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,7961587,7965586,4000,2026-01-06 08:50:45.802252 +00:00
97,2026-01-06,0.0000001500,10.5630000000,0.0000016200,0.0000014100,0.0000015700,1496.0000000000,0.0000015600,48708.0000000000,0.0000015700,8326.0000000000,0.0000014200,0.0000018200,0.0000014000,1719287.0000000000,2.7911648900,2026-01-05 07:35:11.209000 +00:00,2026-01-06 07:35:11.209000 +00:00,14725887,14728723,2837,2026-01-06 08:50:45.802252 +00:00
98,2026-01-06,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2025-12-14 05:23:26.742000 +00:00,2025-12-15 05:23:26.742000 +00:00,-1,-1,0,2026-01-06 08:50:45.802252 +00:00
99,2026-01-06,7.0900000000,0.7890000000,906.3307793300,898.6000000000,905.7000000000,1.7840000000,905.7000000000,46.9690000000,905.7100000000,10.8930000000,898.6100000000,916.5500000000,895.6000000000,119698.5580000000,108486487.3562400000,2026-01-05 07:36:22.092000 +00:00,2026-01-06 07:36:22.092000 +00:00,1372161688,1372985530,823843,2026-01-06 08:50:45.802252 +00:00
